,advisories,appId,app_id,app_view_url,apple_watch_enabled,apple_watch_icon,bundle_id,buys_ads,canonical_country,categories,content_rating,delta,downloads_revenue_date,eula_url,feature_graphic,global_rating_count,humanized_name,humanized_worldwide_last_month_downloads,humanized_worldwide_last_month_revenue,icon,iconUrl,icon_url,id,imessage_enabled,imessage_icon,in_app_purchases,name,os,price,privacy_policy_url,publisher_address,publisher_country,publisher_email,publisher_id,publisher_name,publisher_profile_url,rank,rating,rating_count,rating_count_for_current_version,rating_for_current_version,release_date,short_description,shows_ads,support_url,updated_date,url,valid_countries,version,website_url
116,"['Frequent/Intense Cartoon or Fantasy Violence', 'Infrequent/Mild Realistic Violence', 'Infrequent/Mild Profanity or Crude Humor']",896112560.0,896112560.0,/ios/us/kabam-games-inc/app/marvel-contest-of-champions/896112560/,,,com.kabam.marvelbattle,True,US,"[6014, 7001, 7002, 6016]",12+,-20.0,2020-02-17T00:00:00Z,,https://is1-ssl.mzstatic.com/image/thumb/Features118/v4/ee/83/42/ee8342e4-514b-767c-8dfc-5c8850617835/source/4320x1080.png,1874983.0,Marvel Contest of Champions,"{'downloads': 400000, 'downloads_rounded': 400, 'prefix': None, 'string': '400k', 'units': 'k'}","{'prefix': '$', 'revenue': 7000000, 'revenue_rounded': 7, 'string': '$7m', 'units': 'm'}",https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/74/12/48/7412484e-72dc-8885-14a3-a0aae7fccb47/AppIcon-0-1x_U007emarketing-0-85-220-0-9.png/150x150bb.png,https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/74/12/48/7412484e-72dc-8885-14a3-a0aae7fccb47/AppIcon-0-1x_U007emarketing-0-85-220-0-9.png/150x150bb.png,https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/74/12/48/7412484e-72dc-8885-14a3-a0aae7fccb47/AppIcon-0-1x_U007emarketing-0-85-220-0-9.png/150x150bb.png,896112560.0,,,True,Marvel Contest of Champions,ios,0.0,https://playcontestofchampions.com/privacy-policy/,,,,1453908357.0,"Kabam Games, Inc.",/ios/publisher/kabam-games-inc/1453908357,39.0,4.5,597676.0,3645.0,4.5,2014-12-10T16:39:54Z,,True,http://kabam.force.com/PKB,2020-02-03T00:00:00Z,https://apps.apple.com/US/app/id896112560?l=en,"['US', 'AU', 'CA', 'CN', 'FR', 'DE', 'GB', 'IT', 'JP', 'KR', 'RU', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BE', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HK', 'HU', 'IN', 'ID', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LB', 'LT', 'LU', 'MO', 'MG', 'MY', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SG', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TW', 'TH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE', 'VN']",25.3,http://www.playcontestofchampions.com/
117,"['Infrequent/Mild Mature/Suggestive Themes', 'Infrequent/Mild Sexual Content and Nudity']",429047995.0,429047995.0,/ios/us/pinterest/app/pinterest-home-recipes-diy/429047995/,,,pinterest,True,US,"[6012, 6008]",12+,1.0,2020-02-17T00:00:00Z,,,11884423.0,Pinterest: Home,"{'downloads': 4000000, 'downloads_rounded': 4, 'prefix': None, 'string': '4m', 'units': 'm'}","{'prefix': '< $', 'revenue': 1000, 'revenue_rounded': 5, 'string': '< $5k', 'units': 'k'}",https://is1-ssl.mzstatic.com/image/thumb/Purple124/v4/5e/a0/d0/5ea0d01c-925c-f3f9-2fbe-f77cb6e884d1/AppIcon-0-0-1x_U007emarketing-0-0-0-6-0-0-0-85-220.png/150x150bb.png,https://is1-ssl.mzstatic.com/image/thumb/Purple124/v4/5e/a0/d0/5ea0d01c-925c-f3f9-2fbe-f77cb6e884d1/AppIcon-0-0-1x_U007emarketing-0-0-0-6-0-0-0-85-220.png/150x150bb.png,https://is1-ssl.mzstatic.com/image/thumb/Purple124/v4/5e/a0/d0/5ea0d01c-925c-f3f9-2fbe-f77cb6e884d1/AppIcon-0-0-1x_U007emarketing-0-0-0-6-0-0-0-85-220.png/150x150bb.png,429047995.0,,,,"Pinterest: Home, recipes, DIY",ios,0.0,https://policy.pinterest.com/privacy-policy,,US,,328135727.0,Pinterest,/ios/publisher/pinterest/328135727,40.0,5.0,4950211.0,6490.0,5.0,2011-04-28T15:51:13Z,,True,https://help.pinterest.com,2020-02-15T00:00:00Z,https://apps.apple.com/US/app/id429047995?l=en,"['US', 'AU', 'CA', 'FR', 'DE', 'GB', 'IT', 'JP', 'KR', 'RU', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BE', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HK', 'HU', 'IN', 'ID', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LB', 'LT', 'LU', 'MO', 'MG', 'MY', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SG', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TW', 'TH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE', 'VN']",8.5,http://www.pinterest.com
118,[],404990064.0,404990064.0,/ios/us/terminal-eleven-llc/app/skyview-r/404990064/,,,com.t11.celeste,,US,"[6017, 6016]",4+,-1.0,2020-02-17T00:00:00Z,,,15505.0,SkyView,"{'downloads': 9000, 'downloads_rounded': 9, 'prefix': None, 'string': '9k', 'units': 'k'}","{'prefix': '$', 'revenue': 20000, 'revenue_rounded': 20, 'string': '$20k', 'units': 'k'}",https://is1-ssl.mzstatic.com/image/thumb/Purple113/v4/7f/1a/84/7f1a84ee-7452-7fbe-57ad-5539b95aea07/AppIcon-0-0-1x_U007emarketing-0-0-0-4-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,https://is1-ssl.mzstatic.com/image/thumb/Purple113/v4/7f/1a/84/7f1a84ee-7452-7fbe-57ad-5539b95aea07/AppIcon-0-0-1x_U007emarketing-0-0-0-4-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,https://is1-ssl.mzstatic.com/image/thumb/Purple113/v4/7f/1a/84/7f1a84ee-7452-7fbe-57ad-5539b95aea07/AppIcon-0-0-1x_U007emarketing-0-0-0-4-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,404990064.0,,,True,SkyView®,ios,1.99,http://www.terminaleleven.com/skyview/privacy/,,US,,378238417.0,Terminal Eleven LLC,/ios/publisher/terminal-eleven-llc/378238417,40.0,4.5,7594.0,87.0,4.5,2010-12-10T22:27:03Z,,,http://www.terminaleleven.com/help/,2020-01-10T00:00:00Z,https://apps.apple.com/US/app/id404990064?l=en,"['US', 'AU', 'CA', 'CN', 'FR', 'DE', 'GB', 'IT', 'JP', 'KR', 'RU', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BE', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HK', 'HU', 'IN', 'ID', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LB', 'LT', 'LU', 'MO', 'MG', 'MY', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SG', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TW', 'TH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE', 'VN']",3.6.1,http://www.terminaleleven.com
119,['Infrequent/Mild Cartoon or Fantasy Violence'],1208952944.0,1208952944.0,/ios/us/gram-games/app/merge-dragons/1208952944/,,,com.gramgames.mergedragons,True,US,"[6014, 7012, 7009]",9+,5.0,2020-02-17T00:00:00Z,,,661664.0,Merge Dragons!,"{'downloads': 600000, 'downloads_rounded': 600, 'prefix': None, 'string': '600k', 'units': 'k'}","{'prefix': '$', 'revenue': 7000000, 'revenue_rounded': 7, 'string': '$7m', 'units': 'm'}",https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/e7/3a/1f/e73a1fba-0038-3dd9-2908-28b0e93d6034/AppIcon-0-0-1x_U007emarketing-0-0-0-8-0-85-220.png/150x150bb.png,https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/e7/3a/1f/e73a1fba-0038-3dd9-2908-28b0e93d6034/AppIcon-0-0-1x_U007emarketing-0-0-0-8-0-85-220.png/150x150bb.png,https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/e7/3a/1f/e73a1fba-0038-3dd9-2908-28b0e93d6034/AppIcon-0-0-1x_U007emarketing-0-0-0-8-0-85-220.png/150x150bb.png,1208952944.0,,,True,Merge Dragons!,ios,0.0,https://www.zynga.com/privacy/policy,,Israel,,1202264615.0,Gram Games,/ios/publisher/gram-games/1202264615,40.0,4.5,207939.0,6004.0,4.5,2017-06-28T07:59:09Z,,True,http://www.mergedragons.com,2020-02-04T00:00:00Z,https://apps.apple.com/US/app/id1208952944?l=en,"['US', 'AU', 'CA', 'CN', 'FR', 'DE', 'GB', 'IT', 'JP', 'KR', 'RU', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BE', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HK', 'HU', 'IN', 'ID', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LB', 'LT', 'LU', 'MO', 'MG', 'MY', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SG', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TW', 'TH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE', 'VN']",4.7.0,http://gram.gs
120,"['Infrequent/Mild Cartoon or Fantasy Violence', 'Infrequent/Mild Simulated Gambling', 'Infrequent/Mild Mature/Suggestive Themes', 'Infrequent/Mild Sexual Content and Nudity', 'Infrequent/Mild Alcohol, Tobacco, or Drug Use or References', 'Infrequent/Mild Horror/Fear Themes', 'Infrequent/Mild Realistic Violence', 'Infrequent/Mild Medical/Treatment Information', 'Infrequent/Mild Profanity or Crude Humor']",1491206418.0,1491206418.0,/ios/us/rollic-games/app/wood-shop/1491206418/,,,com.HeroGames.WoodShop,,US,"[6014, 7003, 7015]",12+,-9.0,2020-02-17T00:00:00Z,,,109203.0,Wood Shop,"{'downloads': 3000000, 'downloads_rounded': 3, 'prefix': None, 'string': '3m', 'units': 'm'}","{'prefix': '< $', 'revenue': 1000, 'revenue_rounded': 5, 'string': '< $5k', 'units': 'k'}",https://is1-ssl.mzstatic.com/image/thumb/Purple114/v4/a4/f0/42/a4f04206-613b-d2a7-2931-cc12243435fe/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-85-220.png/150x150bb.png,https://is1-ssl.mzstatic.com/image/thumb/Purple114/v4/a4/f0/42/a4f04206-613b-d2a7-2931-cc12243435fe/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-85-220.png/150x150bb.png,https://is1-ssl.mzstatic.com/image/thumb/Purple114/v4/a4/f0/42/a4f04206-613b-d2a7-2931-cc12243435fe/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-85-220.png/150x150bb.png,1491206418.0,,,True,Wood Shop,ios,0.0,http://rollicgames.com/policy.html,,Turkey,,1452111779.0,Rollic Games,/ios/publisher/rollic-games/1452111779,41.0,4.5,63963.0,1901.0,4.5,2019-12-19T03:31:09Z,,,http://rollicgames.com,2020-02-18T00:00:00Z,https://apps.apple.com/US/app/id1491206418?l=en,"['US', 'AU', 'CA', 'CN', 'FR', 'DE', 'GB', 'IT', 'JP', 'KR', 'RU', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BE', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HK', 'HU', 'IN', 'ID', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LB', 'LT', 'LU', 'MO', 'MG', 'MY', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SG', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TW', 'TH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE', 'VN']",1.1.3,http://rollicgames.com
121,[],1491196899.0,1491196899.0,/ios/us/flipline-studios/app/papa-s-bakeria-to-go/1491196899/,,,com.flipline.papasbakeriatogo,,US,"[6014, 7017, 7015]",4+,7.0,2020-02-17T00:00:00Z,,,77.0,Papa's Bakeria,"{'downloads': 7000, 'downloads_rounded': 7, 'prefix': None, 'string': '7k', 'units': 'k'}","{'prefix': '$', 'revenue': 20000, 'revenue_rounded': 20, 'string': '$20k', 'units': 'k'}",https://is3-ssl.mzstatic.com/image/thumb/Purple113/v4/97/04/88/97048880-c226-bc72-e3e0-e17e95c5a2e3/AppIcon-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-6.png/150x150bb.png,https://is3-ssl.mzstatic.com/image/thumb/Purple113/v4/97/04/88/97048880-c226-bc72-e3e0-e17e95c5a2e3/AppIcon-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-6.png/150x150bb.png,https://is3-ssl.mzstatic.com/image/thumb/Purple113/v4/97/04/88/97048880-c226-bc72-e3e0-e17e95c5a2e3/AppIcon-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-6.png/150x150bb.png,1491196899.0,,,True,Papa's Bakeria To Go!,ios,1.99,http://www.flipline.com/privacy.html,,US,,514634238.0,Flipline Studios,/ios/publisher/flipline-studios/514634238,41.0,5.0,53.0,53.0,5.0,2020-01-16T15:21:23Z,,,http://www.flipline.com/support.html,2020-01-30T00:00:00Z,https://apps.apple.com/US/app/id1491196899?l=en,"['US', 'AU', 'CA', 'CN', 'FR', 'DE', 'GB', 'IT', 'JP', 'KR', 'RU', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BE', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HK', 'HU', 'IN', 'ID', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LB', 'LT', 'LU', 'MO', 'MG', 'MY', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SG', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TW', 'TH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE', 'VN']",1.0.0,http://www.flipline.com/apps/papasbakeriatogo/
122,['Frequent/Intense Cartoon or Fantasy Violence'],1371565796.0,1371565796.0,/ios/us/plarium-global-ltd/app/raid-shadow-legends/1371565796/,,,com.plarium.raidlegends,True,US,"[6014, 7014, 7001]",12+,2.0,2020-02-17T00:00:00Z,,https://is5-ssl.mzstatic.com/image/thumb/Features124/v4/db/67/d7/db67d705-bad3-6756-33a2-8cb419105bc1/source/4320x1080.png,408813.0,RAID: Shadow Legends,"{'downloads': 700000, 'downloads_rounded': 700, 'prefix': None, 'string': '700k', 'units': 'k'}","{'prefix': '$', 'revenue': 7000000, 'revenue_rounded': 7, 'string': '$7m', 'units': 'm'}",https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/18/15/d0/1815d0e2-ef25-9587-3ba2-0fab5079ded8/AppIcon-0-1x_U007emarketing-0-85-220-0-7.png/150x150bb.png,https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/18/15/d0/1815d0e2-ef25-9587-3ba2-0fab5079ded8/AppIcon-0-1x_U007emarketing-0-85-220-0-7.png/150x150bb.png,https://is4-ssl.mzstatic.com/image/thumb/Purple113/v4/18/15/d0/1815d0e2-ef25-9587-3ba2-0fab5079ded8/AppIcon-0-1x_U007emarketing-0-85-220-0-7.png/150x150bb.png,1371565796.0,,,True,RAID: Shadow Legends,ios,0.0,http://plarium.com/en/privacy-and-cookie-policy/,,US,,489487383.0,Plarium Global Ltd,/ios/publisher/plarium-global-ltd/489487383,41.0,5.0,165848.0,5121.0,4.5,2019-03-01T16:53:43Z,,,https://plarium.com/forum/en/raid-shadow-legends/,2020-02-12T00:00:00Z,https://apps.apple.com/US/app/id1371565796?l=en,"['US', 'AU', 'CA', 'FR', 'DE', 'GB', 'IT', 'JP', 'KR', 'RU', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BE', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HK', 'HU', 'IN', 'ID', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LT', 'LU', 'MO', 'MG', 'MY', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SG', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TW', 'TH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE', 'VN']",1.13.0,
123,"['Infrequent/Mild Mature/Suggestive Themes', 'Infrequent/Mild Sexual Content and Nudity', 'Infrequent/Mild Alcohol, Tobacco, or Drug Use or References', 'Infrequent/Mild Medical/Treatment Information', 'Infrequent/Mild Realistic Violence', 'Infrequent/Mild Cartoon or Fantasy Violence', 'Infrequent/Mild Horror/Fear Themes']",1491328118.0,1491328118.0,/ios/us/saygames-llc/app/johnny-trigger/1491328118/,,,com.time.trigger,,US,"[6014, 7003, 7001]",12+,4.0,2020-02-17T00:00:00Z,,,620658.0,Johnny Trigger,"{'downloads': 7000000, 'downloads_rounded': 7, 'prefix': None, 'string': '7m', 'units': 'm'}","{'prefix': '$', 'revenue': 40000, 'revenue_rounded': 40, 'string': '$40k', 'units': 'k'}",https://is5-ssl.mzstatic.com/image/thumb/Purple123/v4/d6/54/d6/d654d68e-566c-b893-323a-7052e1948e28/AppIcon-0-1x_U007emarketing-0-85-220-0-7.png/150x150bb.png,https://is5-ssl.mzstatic.com/image/thumb/Purple123/v4/d6/54/d6/d654d68e-566c-b893-323a-7052e1948e28/AppIcon-0-1x_U007emarketing-0-85-220-0-7.png/150x150bb.png,https://is5-ssl.mzstatic.com/image/thumb/Purple123/v4/d6/54/d6/d654d68e-566c-b893-323a-7052e1948e28/AppIcon-0-1x_U007emarketing-0-85-220-0-7.png/150x150bb.png,1491328118.0,,,True,Johnny Trigger,ios,0.0,https://saygames.by/privacy-policy/johnnytrigger,,Belarus,,1405039362.0,SayGames LLC,/ios/publisher/saygames-llc/1405039362,42.0,5.0,230422.0,38231.0,5.0,2019-12-14T17:36:28Z,,,https://saygames.by/support/johnnytrigger,2020-01-31T00:00:00Z,https://apps.apple.com/US/app/id1491328118?l=en,"['US', 'AU', 'CA', 'CN', 'FR', 'DE', 'GB', 'IT', 'JP', 'KR', 'RU', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BE', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HK', 'HU', 'IN', 'ID', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LB', 'LT', 'LU', 'MO', 'MG', 'MY', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SG', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TW', 'TH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE', 'VN']",1.6.4,https://saygames.by/
124,"['Infrequent/Mild Realistic Violence', 'Frequent/Intense Cartoon or Fantasy Violence']",891194610.0,891194610.0,/ios/us/not-doppler/app/earn-to-die-2/891194610/,,,com.notdoppler.EarntoDie2,,US,"[6014, 7013, 7001]",12+,5.0,2020-02-17T00:00:00Z,,https://is1-ssl.mzstatic.com/image/thumb/Features117/v4/83/49/84/83498499-a65f-d1f1-4cff-763846b366bb/source/4320x1080.png,23947.0,Earn to Die 2,"{'downloads': 20000, 'downloads_rounded': 20, 'prefix': None, 'string': '20k', 'units': 'k'}","{'prefix': '$', 'revenue': 30000, 'revenue_rounded': 30, 'string': '$30k', 'units': 'k'}",https://is5-ssl.mzstatic.com/image/thumb/Purple113/v4/cf/2f/2f/cf2f2f46-3af0-316c-fbd9-79683ddafd0c/AppIcon-0-0-1x_U007emarketing-0-0-0-7-85-220.png/150x150bb.png,https://is5-ssl.mzstatic.com/image/thumb/Purple113/v4/cf/2f/2f/cf2f2f46-3af0-316c-fbd9-79683ddafd0c/AppIcon-0-0-1x_U007emarketing-0-0-0-7-85-220.png/150x150bb.png,https://is5-ssl.mzstatic.com/image/thumb/Purple113/v4/cf/2f/2f/cf2f2f46-3af0-316c-fbd9-79683ddafd0c/AppIcon-0-0-1x_U007emarketing-0-0-0-7-85-220.png/150x150bb.png,891194610.0,,,True,Earn to Die 2,ios,0.99,http://www.notdoppler.com/earntodie2/privacypolicy.php,,Australia,,554937502.0,Not Doppler,/ios/publisher/not-doppler/554937502,42.0,4.5,4990.0,368.0,5.0,2014-11-20T08:00:00Z,,True,http://www.notdoppler.com/earntodie2/help.php,2019-11-25T00:00:00Z,https://apps.apple.com/US/app/id891194610?l=en,"['US', 'AU', 'CA', 'CN', 'FR', 'DE', 'GB', 'IT', 'JP', 'RU', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BE', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HK', 'HU', 'IN', 'ID', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LB', 'LT', 'LU', 'MO', 'MG', 'MY', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SG', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TW', 'TH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE', 'VN']",1.4.17,http://www.notdoppler.com/earntodie2
125,"['Infrequent/Mild Profanity or Crude Humor', 'Frequent/Intense Realistic Violence', 'Infrequent/Mild Horror/Fear Themes', 'Infrequent/Mild Mature/Suggestive Themes']",1287282214.0,1287282214.0,/ios/us/activision-publishing-inc/app/call-of-duty-r-mobile/1287282214/,,,com.activision.callofduty.shooter,True,US,"[6014, 7001]",17+,-3.0,2020-02-17T00:00:00Z,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewEula?cc=ae&id=1287282214,https://is1-ssl.mzstatic.com/image/thumb/Features123/v4/55/97/5e/55975ec6-8fda-df77-9ad0-c1474a56184f/source/4320x1080.png,1884559.0,Call of Duty,"{'downloads': 4000000, 'downloads_rounded': 4, 'prefix': None, 'string': '4m', 'units': 'm'}","{'prefix': '$', 'revenue': 13000000, 'revenue_rounded': 13, 'string': '$13m', 'units': 'm'}",https://is5-ssl.mzstatic.com/image/thumb/Purple123/v4/f3/d9/57/f3d957ab-dc0b-1c6e-df4c-1fa7e58a5978/AppIcon-0-1x_U007emarketing-0-85-220-0-9.png/150x150bb.png,https://is5-ssl.mzstatic.com/image/thumb/Purple123/v4/f3/d9/57/f3d957ab-dc0b-1c6e-df4c-1fa7e58a5978/AppIcon-0-1x_U007emarketing-0-85-220-0-9.png/150x150bb.png,https://is5-ssl.mzstatic.com/image/thumb/Purple123/v4/f3/d9/57/f3d957ab-dc0b-1c6e-df4c-1fa7e58a5978/AppIcon-0-1x_U007emarketing-0-85-220-0-9.png/150x150bb.png,1287282214.0,,,True,Call of Duty®: Mobile,ios,0.0,https://www.activision.com/legal/privacy-policy,,US,,285005466.0,"Activision Publishing, Inc.",/ios/publisher/activision-publishing-inc/285005466,42.0,5.0,792972.0,75151.0,4.5,2019-09-30T20:32:41Z,,,https://support.activision.com,2020-01-16T00:00:00Z,https://apps.apple.com/US/app/id1287282214?l=en,"['US', 'AU', 'CA', 'FR', 'DE', 'GB', 'IT', 'JP', 'RU', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HU', 'IN', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LB', 'LT', 'LU', 'MG', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PL', 'PT', 'QA', 'RO', 'SA', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE']",1.0.10,http://www.activision.com
